Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
68	92.93072	11.098423	107.36638	76.47759	1000.0	8.716701	2.2668192	14.644241	-11.004644	276000	-4.7683715e-09	6.6701093	-0.017917454	-2.831273	0.4977804	0.004547269	0.09225	79.0	635.8202183246613
69	101.91847	7.115604	113.95829	95.61172	1000.0	9.613733	1.5925579	14.6409235	3.6466067	280000	2.026558e-08	3.2068338	-0.014207331	-1.053061	0.48727033	0.0065000304	0.079	79.0	645.0321304798126
70	96.39214	2.9806426	100.996635	92.941536	1000.0	10.493191	1.5512245	15.240653	4.415085	284000	2.0086766e-08	2.8468056	-0.014871338	-0.20651698	0.4922402	0.011147324	0.0965	79.0	654.7045104503632
71	53.11714	82.27454	109.908195	-88.96097	794.25	9.594843	5.871414	14.423765	-61.74294	288000	8.761883e-09	81.84851	-0.016846295	-60.110474	0.4920806	0.015324613	0.212	41.0	662.8796172142029
72	92.63649	5.3608484	99.49544	84.57175	1000.0	9.280525	4.188975	14.336982	-60.260624	292000	-7.390976e-09	20.885118	-0.014596823	-17.571701	0.4866306	0.0104921935	0.14925	79.0	672.3674423694611
73	99.83047	8.3133135	113.1363	90.24247	1000.0	9.532886	1.4443532	13.771091	4.6308465	296000	7.748604e-10	4.08442	-0.015092497	-0.5573704	0.47554758	0.007876423	0.11425	79.0	681.7253005504608
74	104.57441	5.227209	113.54537	100.6157	1000.0	10.267467	1.5779672	15.151617	5.5904	300000	7.152557e-09	2.3371	-0.014896149	-0.2985983	0.45698375	0.007900604	0.11525	79.0	691.0244631767273
75	109.34843	7.120052	117.27287	97.84842	1000.0	10.811656	1.4653167	14.974422	4.984029	304000	1.34706495e-08	1.8753824	-0.017621493	-0.35437822	0.45024407	0.013762489	0.1115	79.0	699.755038022995
76	114.41506	7.2060723	122.31334	102.856476	1000.0	11.314091	1.477327	15.468244	6.6637106	308000	-1.013279e-08	2.5504231	-0.01523914	-0.30699158	0.43980706	0.008269342	0.11225	79.0	710.4353830814362
77	113.17925	6.398702	120.78692	106.17432	1000.0	11.664294	1.494189	15.854589	6.5388637	312000	9.536744e-10	2.102258	-0.016267108	-0.088835	0.4240873	0.012391462	0.12275	79.0	720.2379915714264
78	65.066666	94.702576	127.519714	-98.58346	786.75	10.953938	7.97528	15.831652	-68.44901	316000	3.6358834e-09	65.03545	-0.0125965355	-48.316376	0.39970055	0.015333312	0.14375	25.0	728.34592461586
79	116.67368	2.1679456	120.289665	114.88389	1000.0	11.775666	3.111663	16.024122	-55.09421	320000	-1.6212464e-08	8.440063	-0.017791517	-6.741342	0.4036486	0.0076805516	0.12675	79.0	737.7898006439209
80	121.639404	6.8580656	131.93846	112.82728	1000.0	12.390337	1.588197	16.643389	5.8870068	324000	1.0728836e-09	1.992139	-0.016816985	-0.10203624	0.38274792	0.010353633	0.10425	79.0	748.2284302711487
81	67.329735	97.258064	127.39098	-100.94308	781.25	11.222047	9.076019	16.286333	-69.13987	328000	8.8214875e-09	35.519897	-0.016843278	-19.139053	0.3739216	0.012256059	0.1515	79.0	758.3060238361359
82	67.903175	97.03259	125.246376	-100.145195	799.5	10.391778	12.041613	16.70222	-74.82955	332000	-6.9737434e-09	22.938854	-0.0052151014	-15.520256	0.37355164	0.016307145	0.255	4.0	766.032799243927
83	40.5482	92.09113	121.963455	-96.23351	720.4	9.633284	13.933307	17.087404	-75.55008	336000	-1.2159347e-08	57.243702	-0.0071097724	-25.367416	0.3738643	0.015364065	0.16675	7.0	773.7953259944916
84	55.717445	89.117455	124.80499	-95.58186	779.5	4.969861	17.987782	15.867003	-77.85823	340000	-9.059906e-09	193.22623	-0.0061901803	-157.39557	0.37404454	0.019922234	0.235	5.0	781.245187997818
85	109.4772	11.09763	123.264465	93.062996	1000.0	12.040628	1.9742825	16.384375	-4.5381927	344000	1.0251999e-08	3.6826897	-0.014142431	-1.3159626	0.37353313	0.009775899	0.1015	79.0	790.6248953342438
86	120.533745	4.4344172	127.85982	116.013016	1000.0	11.540729	1.6134416	15.776321	4.1550717	348000	-6.437302e-09	1.9926894	-0.018055994	-0.75515807	0.3711767	0.009013287	0.1035	79.0	800.5626604557037
87	121.57301	3.9476247	125.172386	114.89697	1000.0	12.315948	1.5262347	16.33485	5.4503384	352000	3.0994416e-09	2.0458457	-0.01755114	-0.1676656	0.3692107	0.011133196	0.12625	79.0	809.8039011955261
88	122.09486	9.648028	130.55379	106.81415	1000.0	12.42034	1.5415245	16.55269	4.842037	356000	1.9073487e-09	2.1514535	-0.014246054	-0.12617016	0.3547084	0.015044767	0.124	20.0	818.0176603794098
89	120.9182	4.9112906	127.57032	116.02612	1000.0	12.66134	1.5684539	16.529198	5.221051	360000	-5.9604646e-09	1.2903664	-0.01735414	-0.027725816	0.34783694	0.009788977	0.12325	79.0	827.747964143753
90	127.20703	2.6847908	131.63058	124.418495	1000.0	12.70849	1.6118605	16.476337	5.982347	364000	2.4318695e-08	1.6110762	-0.018387865	-0.19231379	0.3391635	0.011263354	0.1055	79.0	838.7343285083771
91	125.37885	6.3251495	132.81668	115.37831	1000.0	12.921612	1.4452931	16.811209	6.573546	368000	4.1246413e-08	1.3846931	-0.017166873	-0.07169652	0.3253736	0.0069940356	0.12575	79.0	848.9643061161041
92	130.21838	1.7849381	133.14687	128.64944	1000.0	13.078406	1.5630417	16.996855	5.9441295	372000	2.503395e-09	1.4165832	-0.0191272	-0.16671264	0.31939965	0.01120735	0.1465	79.0	858.1582045555115
93	99.24138	61.664925	137.69371	-7.4279046	958.75	12.260875	9.9173155	17.284027	-81.189865	376000	-2.1457671e-09	58.943714	-0.0062048105	-33.834923	0.30494383	0.017761385	0.2195	8.0	867.8017685413361
94	136.42642	5.0056553	140.72755	127.992096	1000.0	11.70032	6.0131397	16.357586	-70.68742	380000	1.4305115e-09	43.57164	-0.013975191	-9.003632	0.30515674	0.015074922	0.154	39.0	876.5215466022491
95	133.3057	5.5844045	136.99548	123.651184	1000.0	12.674859	2.226098	16.622744	-22.467777	384000	-1.2241304e-08	7.317859	-0.016480733	-5.118041	0.30273828	0.010742568	0.14775	79.0	886.5223617553711
96	126.30358	6.3759484	135.06148	119.93874	1000.0	13.513357	1.5770234	17.652575	-8.682949	388000	2.1457673e-08	2.5788968	-0.0134075545	-0.42836404	0.30229822	0.015048148	0.10975	44.0	895.3061103820801
97	138.98668	5.434391	146.83934	132.24483	1000.0	13.263322	1.6379457	17.023664	6.870283	392000	6.9141386e-09	2.3733554	-0.017476914	-0.7846434	0.29999226	0.011074308	0.124	79.0	905.0943887233734
98	105.5091	57.156788	142.70755	6.7650785	942.0	12.753016	10.273581	18.826944	-81.70472	396000	-1.4305115e-09	43.0446	-0.0065104407	-20.51878	0.28489605	0.017082775	0.2395	4.0	913.176766872406
99	134.8548	10.073888	146.81718	120.67728	1000.0	13.251172	1.3667699	15.212904	-10.852423	400000	-2.026558e-08	2.799689	-0.0031204103	-0.965453	0.28469858	0.016122138	0.25275	3.0	921.113657951355
100	136.71094	5.1350884	140.65912	128.11256	1000.0	13.726354	1.4373626	17.238401	7.6105785	404000	-1.1324882e-08	2.43863	-0.017889353	-0.33335853	0.28467974	0.014655565	0.1375	79.0	931.2255666255951
101	137.91911	4.8130703	146.09303	134.268	1000.0	14.131209	1.607096	17.75339	7.947198	408000	2.6404857e-08	1.4234902	-0.017033478	-0.035597563	0.27883253	0.008523172	0.108	79.0	941.0128953456879
