Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
60	53.487564	0.93374586	54.89511	52.321598	51.958458	2.0295155	53.92456	46.14987	1000.0	1000.0	239999	12.708093	10.979613	47.30624	-16.308027	12.708098	10.979505	47.277573	-16.536589	-12.812319	0.03738178	3182.2127056121826
61	51.134308	2.843728	53.962578	46.442852	52.391865	1.0444943	53.860977	50.293068	1000.0	1000.0	243999	12.351048	11.001176	47.071445	-17.782671	12.351037	11.001071	47.110825	-17.838139	-12.454076	0.037609313	3225.634515762329
62	50.189926	3.4698496	52.823837	44.221764	50.70331	2.770392	53.50932	43.574146	1000.0	1000.0	247999	12.002824	11.00525	47.163292	-18.91652	12.00287	11.005216	47.246662	-19.084942	-12.093658	0.037682723	3273.7049503326416
63	51.520706	1.4730421	53.971004	50.07436	50.55066	2.9818666	54.220913	44.32819	1000.0	1000.0	251999	11.64826	10.923905	47.004395	-19.182817	11.648282	10.923796	47.047916	-19.303724	-11.747883	0.037854522	3317.8598759174347
64	49.470093	3.4949472	53.559097	44.30011	46.11919	3.8814807	50.738895	39.52115	1000.0	1000.0	255999	11.468145	10.838222	46.75552	-18.852291	11.46819	10.838159	46.867676	-19.086405	-11.563864	0.036199775	3361.1092824935913
65	46.216522	4.790748	51.254097	39.461395	46.93175	3.7562883	52.451355	40.675488	1000.0	1000.0	259999	11.26894	10.743864	47.010956	-18.678904	11.268955	10.743819	47.109604	-18.89931	-11.376408	0.03687165	3408.2184240818024
66	49.252613	0.9741789	50.13319	47.618668	40.873615	2.31508	44.095284	36.5089	1000.0	1000.0	263999	11.047654	10.657244	47.26015	-18.424084	11.047691	10.657117	47.37935	-18.737207	-11.12351	0.03672917	3456.823734998703
67	44.13711	4.074933	48.45898	39.88062	48.34979	4.835332	54.351334	40.01284	1000.0	1000.0	267999	10.817896	10.6336	47.33972	-17.44794	10.8179035	10.633423	47.441574	-17.662865	-10.862888	0.03617926	3500.5680027008057
68	52.506695	0.6434482	53.038116	51.42897	53.474518	1.5549477	56.43497	51.420452	1000.0	1000.0	271999	10.633918	10.633704	47.41518	-15.877689	10.633934	10.633472	47.38687	-16.118727	-10.708992	0.03626801	3542.1505963802338
69	54.27005	0.92361736	55.47764	52.98636	51.716106	1.8403736	55.44953	48.75992	1000.0	1000.0	275999	10.324983	10.609548	47.279263	-15.553003	10.324996	10.609334	47.402794	-15.677736	-10.391313	0.03596801	3585.4923100471497
