Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
94	112.02007	3.484602	116.69313	106.88706	1000.0	19.534569	2.974004	36.828846	14.502396	380000	-1.3828277e-08	0.14014104	-0.013463329	-0.018768065	-0.34014615	0.0073766354	0.06475	79.0	665.5504941940308
95	116.99655	3.6603577	122.8953	112.97342	1000.0	19.666792	2.9017668	36.88868	15.074615	384000	-1.2397766e-08	0.19012451	-0.016839549	-0.07778935	-0.3514882	0.009985345	0.09825	79.0	672.7613580226898
96	116.752045	2.3288434	119.8883	114.14994	1000.0	19.86289	2.902473	37.236935	14.838955	388000	8.5830685e-09	0.11115964	-0.012962956	-0.04255894	-0.36539948	0.004545662	0.05125	79.0	679.6381413936615
97	114.78316	4.1161237	120.36351	109.0215	1000.0	19.98823	3.0310102	37.377884	15.555377	392000	-1.5616417e-08	0.11946273	-0.011732483	-0.019426621	-0.37831542	0.0037577352	0.04525	79.0	688.0189590454102
98	117.49161	2.4233367	120.23414	114.00963	1000.0	20.057283	2.9561236	37.402206	15.480037	396000	-5.4836273e-09	0.05885036	-0.012987295	-0.008183625	-0.39068317	0.0038764318	0.05525	79.0	695.865109205246
99	114.31233	2.042258	116.62342	111.10828	1000.0	20.127625	3.2272856	37.576305	15.048144	400000	1.8000602e-08	0.14622404	-0.01727748	-0.041383706	-0.4163766	0.008439579	0.073	79.0	703.6276998519897
100	117.81301	1.1611295	119.73036	116.674065	1000.0	20.245083	2.9750257	37.094803	15.795057	404000	3.6120415e-08	0.1377063	-0.0118727535	-0.05151905	-0.42132643	0.005841494	0.066	79.0	710.5670828819275
101	119.56877	1.8461014	121.477394	116.59683	1000.0	20.458042	3.0160255	37.31318	15.672321	408000	4.2915342e-09	0.09090987	-0.0107732415	-0.02470085	-0.44186696	0.005159058	0.056	79.0	718.35182929039
102	119.146034	1.1845671	120.80956	117.56634	1000.0	20.575172	3.0389555	37.36212	16.204685	412000	7.152557e-09	0.046413425	-0.013508924	-0.009512547	-0.46509105	0.005337181	0.065	79.0	725.8134188652039
103	123.1535	1.2380753	124.61995	121.56417	1000.0	20.72877	2.9849467	37.54593	16.563276	416000	2.0503998e-08	0.094438046	-0.012169348	-0.033509787	-0.49199706	0.0071333325	0.07275	79.0	734.0362758636475
104	120.310074	3.5455086	124.73534	115.418495	1000.0	20.690718	3.0409935	38.03704	15.739888	420000	-3.695488e-09	0.06435241	-0.013556494	-0.0074412003	-0.52247405	0.005745796	0.05025	79.0	741.6976988315582
105	120.928955	1.2190375	122.831436	119.47368	1000.0	20.828009	3.054037	37.975857	16.21516	424000	-2.1457671e-09	0.057166684	-0.0006633444	-0.014545109	-0.5327429	0.019320337	0.264	2.0	747.3590002059937
106	122.10593	2.2532942	124.59452	119.51822	1000.0	20.970678	2.9891458	37.77351	16.488976	428000	2.3841857e-09	0.062917806	-0.01587029	-0.009493772	-0.53302807	0.009744367	0.0895	79.0	754.9114236831665
107	122.71353	2.5533073	125.49802	119.15736	1000.0	21.064539	3.0548258	38.05115	16.622719	432000	2.026558e-08	0.03444855	-0.014714094	-0.008046584	-0.5510947	0.006024066	0.0595	79.0	761.9307758808136
108	120.98682	3.3200893	125.95218	116.74991	1000.0	20.972786	2.9805725	38.124756	16.318243	436000	1.1205673e-08	0.06774419	-0.0012230164	-0.01613	-0.5663668	0.017037733	0.20625	2.0	767.8402218818665
109	123.13879	2.025344	125.90377	120.77749	1000.0	21.262472	3.0325944	37.98393	16.693676	440000	2.6226044e-09	0.046566907	-0.015731111	-0.0064310543	-0.566777	0.0077742073	0.10325	79.0	774.5549352169037
110	123.47807	2.503309	126.89832	121.03165	1000.0	21.286655	3.0028408	38.19198	16.63416	444000	9.536744e-10	0.06715197	-0.01615269	-0.008178953	-0.58556527	0.0052737943	0.068	79.0	782.2800900936127
111	124.04954	2.938184	127.391624	119.81027	1000.0	21.287926	3.1073763	38.5988	16.804949	448000	3.98159e-08	0.0383214	-0.0023780721	-0.0053838044	-0.59797996	0.017199852	0.21775	3.0	788.6386625766754
112	122.75106	3.8010077	128.11401	117.86087	1000.0	21.394457	3.1534486	38.563583	16.237526	452000	1.1205673e-08	0.09248196	-0.016188562	-0.014317483	-0.5984788	0.0067867753	0.0625	79.0	796.1374700069427
113	125.38525	1.0762055	126.6897	123.70724	1000.0	21.553297	3.1151392	38.547947	17.072847	456000	-6.198883e-09	0.04234477	-0.0033569501	-0.012087107	-0.61294705	0.015466187	0.17475	3.0	801.672224521637
114	123.75449	1.9963491	125.80726	120.88449	1000.0	21.384418	3.0652406	38.928444	16.925478	460000	1.9788741e-08	0.07380846	-0.015650975	-0.018301778	-0.6133251	0.00024650263	0.06625	79.0	809.2071521282196
115	122.76333	4.537784	126.68208	115.17484	1000.0	21.200054	3.0199718	38.87497	16.874804	464000	6.6757204e-09	0.048720174	2.9628754e-05	-0.0070643052	-0.624477	0.01665606	0.22725	2.0	815.7480883598328
116	119.795395	4.2957573	124.10633	113.07507	1000.0	21.275599	3.1314542	39.04135	16.67325	468000	-2.7298928e-08	0.06755261	-0.013484895	-0.012456913	-0.6246098	0.005286826	0.0535	79.0	823.8624095916748
117	124.49428	2.4184175	126.7476	120.712296	1000.0	21.374912	3.0455792	38.766766	16.997932	472000	1.0967255e-08	0.041662928	-0.011530241	-0.011892011	-0.6279264	0.0018292294	0.0445	79.0	831.4976885318756
118	123.229965	4.426413	129.90984	117.925026	1000.0	21.386637	3.010062	38.765312	17.049313	476000	3.8146974e-09	0.070272006	-0.012131104	-0.020368949	-0.63036215	0.0074152085	0.067	79.0	838.0779500007629
119	121.494	2.5937107	124.19134	117.296616	1000.0	21.434597	3.071405	39.024822	16.838245	480000	-5.4121017e-08	0.05451508	-0.016662061	-0.024354292	-0.6517905	0.012048466	0.10125	79.0	844.8453607559204
120	121.30257	4.4568486	127.754715	115.60548	1000.0	21.452255	3.0276368	38.927994	16.868767	484000	5.364418e-10	0.04089528	-0.013499722	-0.005496476	-0.671198	0.005169092	0.05375	79.0	851.682959318161
