Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
27	-45.34523	45.57098	14.610446	-162.36147	79.87755	-21.722708	11.500143	14.748797	-62.698242	112000	1.5497207e-08	528.4457	-0.008338966	-270.96265	0.90171784	0.01597485	0.212	3.0	488.2826762199402
28	-107.95061	201.04372	9.914656	-603.76483	195.4	-47.60843	19.980064	16.030035	-74.873375	116000	1.8119811e-08	276.0097	-0.0074301846	-170.87491	0.9009667	0.020343387	0.276	3.0	507.39434814453125
29	-161.23618	233.05782	26.563568	-676.0049	279.42856	-47.28017	18.90409	26.203115	-70.1347	120000	6.198883e-09	379.4987	-0.006574875	-223.1976	0.9001771	0.018161872	0.2965	4.0	530.2179944515228
30	-69.620026	136.70107	-1.9165487	-516.2899	144.40909	-47.992325	17.600103	31.163471	-67.60262	124000	-2.2649764e-09	229.1595	-0.008332456	-176.5873	0.8990234	0.021900056	0.25275	4.0	547.8738129138947
31	-46.596085	106.23185	14.727251	-637.76715	91.06977	-29.808632	20.169542	27.323751	-62.75634	128000	3.3378602e-09	317.27737	-0.009609644	-182.23581	0.8978531	0.017115112	0.1865	3.0	567.1358733177185
32	-116.46291	200.65771	8.110828	-596.2554	209.78947	-47.480377	21.309816	24.52223	-70.366425	132000	-2.384186e-10	230.94774	-0.007512706	-137.03966	0.89701176	0.015490729	0.29925	5.0	586.0704653263092
33	-81.84068	144.59782	1.4846689	-625.3708	142.71428	-42.560524	17.167076	5.136539	-67.0143	136000	-1.6689301e-09	427.69217	-0.009860394	-203.59723	0.89576155	0.021701237	0.27975	4.0	604.1966915130615
34	-95.73778	171.65047	-0.85011333	-610.9187	161.4	-45.168476	16.127007	3.8754816	-67.9485	140000	9.059906e-09	284.87228	-0.008962088	-148.27557	0.89488786	0.019266596	0.29975	4.0	622.06312251091
35	-87.81622	174.21782	12.510496	-655.00665	153.42857	-45.50405	15.326942	13.287275	-63.164455	144000	-2.861023e-09	238.44447	-0.00858566	-145.39209	0.8939355	0.02148971	0.28825	4.0	639.6596367359161
36	-57.928967	126.84891	21.052128	-551.0373	121.064514	-39.423767	18.977915	20.582521	-65.38209	148000	-1.525879e-08	363.05887	-0.009145164	-236.1102	0.8930264	0.02262003	0.26425	4.0	655.4776287078857
37	-73.67516	145.98222	2.05561	-569.6874	139.4	-40.117798	18.69559	9.0313225	-63.873356	152000	9.536744e-10	296.63858	-0.008050385	-191.47446	0.89218605	0.022084557	0.30175	4.0	671.1983745098114
38	-71.48174	132.45053	12.203916	-558.0586	132.93333	-37.665085	16.890667	10.637679	-63.893818	156000	-7.629395e-09	369.48874	-0.009202873	-218.4498	0.8912872	0.016461516	0.3205	4.0	688.0467827320099
39	-135.77127	177.6115	-8.067643	-580.1043	232.26666	-43.15289	18.595678	10.168956	-66.772446	160000	-1.9073487e-09	412.1527	-0.007688743	-285.62512	0.8903892	0.023170257	0.28275	4.0	706.9940798282623
40	-49.856068	116.086464	32.50247	-546.08514	112.57143	-44.142876	15.345905	21.4509	-64.952286	164000	1.6212464e-08	479.05267	-0.0062160385	-378.51904	0.8895336	0.015060086	0.19025	3.0	724.3757288455963
41	-28.405935	33.676846	32.00197	-146.70453	64.316666	-15.549359	11.296872	26.911127	-58.337025	168000	-7.2717667e-09	408.63376	-0.007381492	-197.74641	0.8889086	0.017828688	0.23675	4.0	746.4289081096649
42	-37.42072	92.28533	14.806304	-611.26184	81.65909	-25.605946	16.291906	19.676365	-59.70657	172000	-1.3351441e-08	411.48245	-0.007813107	-236.9124	0.8881707	0.019228145	0.26325	4.0	763.5775048732758
43	-42.291843	100.4795	25.764524	-581.9785	90.28571	-32.661777	21.223202	19.10405	-65.75051	176000	-1.26361845e-08	483.11594	-0.009027041	-265.1634	0.8874059	0.020204164	0.288	4.0	782.0476326942444
44	-90.40848	165.83861	5.033789	-582.99347	169.27777	-43.416637	18.095339	18.300375	-68.64446	180000	-6.198883e-09	232.17065	-0.010214875	-146.5013	0.8865026	0.017615627	0.2495	4.0	800.4869735240936
45	-81.31911	154.4869	5.036857	-582.2885	142.64285	-47.00945	18.198633	13.294955	-70.50941	184000	-1.6450882e-08	256.22287	-0.010094372	-162.61642	0.8854123	0.020657757	0.31175	4.0	823.1815595626831
46	-55.287296	121.5621	4.386001	-561.80664	99.77143	-41.196056	17.829609	23.377705	-64.76814	188000	-1.1920929e-08	214.96608	-0.0072040544	-129.64539	0.88419986	0.020994952	0.21225	3.0	843.5856318473816
47	-46.667347	77.15284	22.63916	-362.40332	94.02631	-32.206028	19.52419	15.659504	-64.87128	192000	-6.437302e-09	385.52863	-0.008136949	-230.55048	0.88330853	0.017098535	0.244	3.0	862.508953332901
48	-87.83374	155.42589	9.856138	-554.984	165.70833	-40.179657	17.802902	17.625538	-69.48023	196000	-1.6093255e-08	262.3621	-0.0062132655	-157.45355	0.8824381	0.019496774	0.224	3.0	882.1063809394836
49	-52.28453	137.09016	21.705805	-525.82874	132.54167	-40.418594	17.15255	10.7134285	-64.17139	200000	-1.7642975e-08	215.68503	-0.007217837	-147.3946	0.8815958	0.016740076	0.2255	3.0	899.954122543335
50	-35.612835	94.40551	19.683142	-482.1269	86.44444	-29.399597	23.436892	19.620718	-64.63172	204000	1.3589859e-08	214.2804	-0.0064099445	-138.37926	0.8807507	0.016352197	0.238	3.0	918.8560514450073
51	-76.952255	157.9287	6.842852	-573.1942	155.68182	-35.830097	20.955877	17.08934	-63.94528	208000	1.66893e-08	260.48676	-0.0071699684	-179.22798	0.87993306	0.01744786	0.1985	3.0	935.2454566955566
52	-53.733643	132.11008	17.518042	-588.53613	113.65714	-37.292336	21.104763	19.32794	-68.101555	212000	-5.3048135e-09	243.59128	-0.010674714	-158.80899	0.87911654	0.019534362	0.24	3.0	954.1495018005371
53	-113.26563	199.33992	13.531123	-565.3716	220.44444	-42.95754	22.178638	20.950686	-69.265076	216000	1.168251e-08	372.2545	-0.005017658	-264.1059	0.87830275	0.020097995	0.30225	4.0	971.7063999176025
54	-36.13902	78.144424	25.012667	-532.0824	85.0	-31.446182	18.410107	15.894483	-66.61075	220000	2.1100044e-08	392.23337	-0.008548602	-286.71002	0.87724936	0.016145073	0.17725	3.0	987.8521099090576
55	-117.994865	196.45102	37.84918	-710.1288	208.625	-39.11844	19.66923	14.766809	-67.99425	224000	2.9325486e-08	696.22253	-0.0055269487	-446.80356	0.8765181	0.015333498	0.238	3.0	1005.4264848232269
56	-157.52968	215.83669	9.308921	-539.1762	315.0909	-51.662537	11.073747	9.70568	-71.49101	228000	1.3351441e-08	165.90048	-0.009748312	-112.967575	0.87581456	0.021519225	0.28275	4.0	1023.7988712787628
57	-57.731384	122.259155	17.190086	-558.06036	124.90625	-43.525715	13.53549	9.6119995	-68.04742	232000	1.6972423e-08	465.88788	-0.0068663773	-358.0848	0.87486166	0.01905125	0.27625	4.0	1041.5668416023254
58	-82.34829	158.58365	13.802451	-582.2755	180.81818	-33.235992	20.287558	24.435884	-64.18296	236000	3.0994416e-09	339.73438	-0.008779346	-195.32617	0.8740558	0.016506651	0.2155	3.0	1060.4669291973114
59	-43.473804	100.17956	16.131588	-577.6245	96.0	-35.310005	20.011938	21.264023	-71.24664	240000	9.059906e-09	295.40524	-0.00733477	-184.48114	0.87350816	0.019852273	0.286	3.0	1078.3643629550934
60	-52.31279	129.11806	70.03716	-546.6698	119.63636	-35.02201	22.306858	24.41855	-72.9947	244000	1.704693e-08	334.79477	-0.005985637	-210.27594	0.87288386	0.016746715	0.25925	3.0	1094.3469648361206
61	-59.059418	138.55402	20.884869	-607.2246	117.382355	-31.27458	23.16267	27.539228	-68.88932	248000	-1.692772e-08	613.94684	-0.0071728732	-407.33206	0.87221795	0.01659526	0.1435	2.0	1112.3102462291718
62	-33.56019	88.49869	21.970741	-633.4464	74.679245	-32.22911	19.368887	16.75473	-71.513145	252000	9.536744e-10	442.67142	-0.005828707	-303.12582	0.8717468	0.01910324	0.25275	3.0	1127.8308091163635
63	-67.897736	142.13545	23.607641	-572.87634	135.40741	-37.76592	21.704725	18.539177	-73.101395	256000	1.1444092e-08	345.20416	-0.0063837	-231.73161	0.87104446	0.02110682	0.295	4.0	1145.2573897838593
64	-49.89456	123.78142	31.404379	-528.44977	123.5625	-37.318203	21.453682	17.838192	-74.02515	260000	1.180172e-08	298.6288	-0.008603003	-208.94037	0.8700924	0.020347286	0.26175	4.0	1161.9884836673737
65	-47.7911	119.58829	19.255083	-590.524	101.64103	-32.24369	20.97224	18.423187	-69.956856	264000	-1.45435335e-08	330.23526	-0.008898325	-219.95511	0.8691283	0.015138128	0.17875	3.0	1177.768042564392
66	-35.02072	81.20468	23.016779	-554.47144	78.34	-27.42252	19.982712	32.00928	-69.762474	268000	2.002716e-08	320.7357	-0.006101734	-208.62251	0.86836326	0.015153017	0.23375	3.0	1193.98686170578
67	-43.525314	96.02962	20.23948	-518.12854	97.02702	-33.1176	19.220448	23.091345	-71.108765	272000	-5.4836273e-09	359.73978	-0.004915736	-227.27148	0.8676322	0.017034743	0.29025	4.0	1210.56098985672
68	-50.424698	135.0425	29.689173	-629.4342	110.861115	-33.866974	19.734068	16.386078	-68.7742	276000	1.168251e-08	390.14163	-0.0100664515	-271.3651	0.86665	0.015856996	0.28525	5.0	1228.1683149337769
69	-18.474281	29.718113	38.915493	-110.581726	60.861538	-17.442162	13.203292	23.700043	-67.24186	280000	4.6491624e-09	455.30588	-0.00883956	-325.33786	0.8655443	0.016743662	0.24425	4.0	1244.6476922035217
70	-50.640568	120.47049	16.88341	-563.55005	104.39474	-22.901756	15.598964	20.530252	-60.187866	284000	6.9141386e-09	477.28934	-0.008173609	-381.81973	0.8648744	0.017847734	0.2735	4.0	1260.1032016277313
71	-43.925343	115.73829	20.317358	-554.34064	99.825	-34.833233	20.086302	14.557589	-73.32471	288000	9.059906e-09	284.41037	-0.008643557	-202.48012	0.8641694	0.019198293	0.21075	3.0	1276.5504627227783
72	-30.632854	73.27502	40.668617	-452.42163	86.804344	-22.940723	18.79496	20.395885	-72.1433	292000	1.9788741e-08	435.42087	-0.008185843	-287.91235	0.8635319	0.020499593	0.27525	4.0	1292.984555721283
73	-35.220108	81.25327	33.202988	-465.12518	112.59375	-23.864384	17.63385	28.014393	-62.531082	296000	-7.152557e-09	313.60648	-0.008178194	-213.2405	0.8626538	0.015171523	0.20025	3.0	1309.227212190628
74	-31.54257	90.873055	32.819363	-589.1686	90.045456	-19.62266	17.04825	24.152184	-69.05331	300000	3.3140182e-08	320.00754	-0.008288345	-233.32837	0.8620307	0.01761614	0.244	3.0	1325.438304901123
75	-64.92481	168.34523	89.35829	-522.08136	164.58333	-41.50484	22.666193	24.097208	-74.494804	304000	-1.9550324e-08	270.22476	-0.0069598965	-188.10101	0.86143017	0.019492766	0.2355	3.0	1342.200982093811
76	-36.44681	98.76908	57.055573	-504.0387	91.51163	-30.766394	22.616978	27.675842	-69.346115	308000	-5.00679e-09	204.79715	-0.007931673	-152.03615	0.8607575	0.018089546	0.2925	4.0	1358.8923172950745
77	-49.111538	108.89457	1.2147405	-487.38843	110.2	-35.68054	20.919476	22.383661	-73.79089	312000	-1.835823e-08	247.68887	-0.007423734	-176.01547	0.85990334	0.01733229	0.26125	4.0	1374.2687437534332
78	-44.61998	116.25776	28.910196	-505.84204	110.70588	-30.332333	19.761364	18.643896	-69.52591	316000	3.3378602e-09	385.52725	-0.009867677	-272.31546	0.85903186	0.015065103	0.28275	4.0	1390.3908565044403
79	-65.02674	163.3617	29.015224	-545.3164	153.5	-38.94081	17.05226	22.328035	-72.7032	320000	6.556511e-10	219.4382	-0.0070232986	-161.32556	0.85808617	0.01888484	0.20175	3.0	1410.0436806678772
80	-37.582726	88.59739	46.20097	-532.2032	83.9	-28.66532	20.512356	19.810263	-74.25447	324000	1.2874604e-08	428.2652	-0.005846651	-306.61115	0.8573433	0.02003883	0.243	3.0	1426.235761642456
81	-54.570225	119.97058	20.308456	-537.23395	129.9	-35.496586	19.503496	20.829601	-76.87613	328000	1.3828277e-08	443.98663	-0.00888132	-326.01996	0.8565954	0.01903509	0.256	3.0	1445.7578463554382
82	-51.981777	129.66055	26.85504	-512.70465	144.61539	-36.493256	19.54521	29.222904	-73.92385	332000	3.5762786e-09	256.22998	-0.0065469323	-206.28424	0.85596603	0.020587547	0.26225	4.0	1461.5474603176117
83	-50.201878	126.31546	40.54777	-551.1914	114.28571	-30.198946	20.052397	25.509783	-68.585014	336000	-8.5830685e-09	435.64322	-0.009144701	-328.74408	0.8550212	0.015145833	0.2145	3.0	1478.2633588314056
84	-54.80293	133.55263	15.552285	-508.04453	147.58333	-36.319195	19.706438	24.434698	-71.74078	340000	-1.3828277e-08	237.31387	-0.0087355245	-196.76193	0.8542975	0.016643897	0.3095	4.0	1495.0972514152527
85	-74.37696	172.33458	49.748512	-540.9866	180.81818	-38.427376	18.371672	23.050837	-72.90873	344000	7.748604e-10	240.13062	-0.010333121	-183.6139	0.85334533	0.020741561	0.246	3.0	1510.0495302677155
86	-63.563095	130.16295	8.209895	-552.0291	139.74074	-31.438967	19.76965	25.211004	-71.19173	348000	6.198883e-09	366.68762	-0.0042440486	-287.29407	0.85261387	0.01752763	0.2245	3.0	1526.547375679016
87	-27.13876	73.01866	28.537725	-465.34506	77.71429	-31.424685	17.828697	21.083143	-73.017494	352000	3.0994414e-08	284.27014	-0.007443339	-232.71774	0.8517899	0.01910235	0.21775	3.0	1542.2239573001862
88	-38.866486	113.8552	46.29072	-478.45792	120.46875	-29.165277	18.457138	17.24494	-65.30404	356000	3.3378602e-09	301.7617	-0.0112950485	-220.70935	0.85096455	0.017851278	0.29	5.0	1558.257221698761
89	-48.704205	117.12537	46.01941	-491.70056	121.96429	-33.272247	17.982841	25.162142	-69.06457	360000	-1.013279e-08	247.65016	-0.009955301	-192.46219	0.8497646	0.018792817	0.22425	3.0	1573.834490776062
90	-24.904587	64.05385	26.83912	-401.21323	80.17391	-25.200634	18.842892	20.114754	-67.73853	364000	1.07288365e-08	286.74832	-0.0066567487	-230.36249	0.84905773	0.01644649	0.2465	3.0	1589.798975944519
91	-41.16742	99.126434	75.44782	-395.64822	132.56667	-23.84615	19.07036	27.895517	-63.130283	368000	1.692772e-08	319.35745	-0.006730104	-256.3789	0.8483932	0.022274971	0.2475	3.0	1605.9157712459564
92	-44.8762	110.178246	39.70226	-403.85046	142.125	-28.041002	18.807755	25.311352	-65.76644	372000	1.704693e-08	429.95355	-0.008019649	-350.105	0.84773546	0.015971687	0.26	3.0	1623.6488959789276
93	-30.00417	74.003	38.613445	-471.6096	84.568184	-22.305191	21.837671	31.743876	-76.01415	376000	1.9073486e-08	571.9461	-0.007095419	-482.865	0.8470666	0.016789697	0.2555	3.0	1640.3820354938507
94	-66.23631	143.56548	18.638626	-460.25403	194.875	-28.775118	16.226059	21.20599	-64.44673	380000	-6.556511e-09	281.9405	-0.0061304057	-222.78082	0.8463971	0.015842443	0.27175	4.0	1659.8637714385986
95	-32.35866	67.7404	12.972455	-394.5388	94.54762	-23.586187	13.926702	13.39161	-62.520733	384000	-1.1444092e-08	346.21765	-0.00851545	-263.06973	0.8455597	0.018789774	0.23925	4.0	1676.8962585926056
96	-25.000725	37.485085	40.723766	-170.04613	67.08	-18.75451	13.992805	21.725206	-61.536377	388000	-1.1920929e-08	433.92786	-0.007555739	-321.58258	0.8447882	0.02084588	0.26225	4.0	1692.9569427967072
97	-25.717873	39.958725	28.613094	-173.71693	75.18868	-15.260582	12.529393	28.922207	-65.15468	392000	7.1525574e-10	415.4827	-0.008714508	-318.88724	0.84406734	0.020113446	0.211	3.0	1710.1741688251495
98	-24.085478	67.65619	32.800346	-414.87268	81.82051	-23.884525	14.155986	23.809412	-65.03456	396000	1.013279e-08	451.4756	-0.005447255	-383.4761	0.8435873	0.019818472	0.30225	4.0	1725.2904620170593
99	-50.12992	120.85576	32.25677	-522.1029	133.03334	-26.777794	21.85971	29.060865	-76.25881	400000	1.3351441e-08	526.43616	-0.009968012	-414.82132	0.8429754	0.021213012	0.29275	4.0	1739.765774488449
